Date,IT Dep.,CostElement,Country,Budget
1/2/2020,Quality & Compliance,Travel,USA,"2,850"
1/3/2020,Quality & Compliance,Travel,USA,750
1/4/2020,Quality & Compliance,Travel,USA,750
1/5/2020,Quality & Compliance,Travel,USA,"2,850"
1/6/2020,Quality & Compliance,Travel,USA,"2,850"
1/7/2020,Quality & Compliance,Travel,USA,750
1/8/2020,Quality & Compliance,Travel,USA,"2,850"
1/9/2020,Quality & Compliance,Travel,USA,"2,850"
1/10/2020,Quality & Compliance,Travel,USA,750
1/11/2020,Quality & Compliance,Travel,USA,"2,850"
1/12/2020,Quality & Compliance,Travel,USA,750
1/1/2020,R&D,Depreciation,Spain,578
1/2/2020,R&D,Depreciation,Spain,578
1/3/2020,R&D,Depreciation,Spain,578
1/4/2020,R&D,Depreciation,Spain,578
1/5/2020,R&D,Depreciation,Spain,578
1/6/2020,R&D,Depreciation,Spain,578
1/7/2020,R&D,Depreciation,Spain,578
1/8/2020,R&D,Depreciation,Spain,578
1/9/2020,R&D,Depreciation,Spain,578
1/10/2020,R&D,Depreciation,Spain,360
1/11/2020,R&D,Depreciation,Spain,360
1/12/2020,R&D,Depreciation,Spain,360
1/1/2020,R&D,Depreciation,United Kingdom,"1,912"
1/2/2020,R&D,Depreciation,United Kingdom,"1,912"
1/3/2020,R&D,Depreciation,United Kingdom,"1,912"
1/4/2020,R&D,Depreciation,United Kingdom,"1,912"
1/5/2020,R&D,Depreciation,United Kingdom,"1,912"
1/6/2020,R&D,Depreciation,United Kingdom,"1,912"
1/7/2020,R&D,Depreciation,United Kingdom,"1,912"
1/8/2020,R&D,Depreciation,United Kingdom,"1,912"
1/9/2020,R&D,Depreciation,United Kingdom,"1,912"
1/10/2020,R&D,Depreciation,United Kingdom,"1,912"
1/11/2020,R&D,Depreciation,United Kingdom,"1,912"
1/12/2020,R&D,Depreciation,United Kingdom,"1,912"
1/2/2020,R&D,External Labor,Spain,"1,632"
1/3/2020,R&D,External Labor,Spain,"1,550"
1/4/2020,R&D,External Labor,Spain,"1,550"
1/5/2020,R&D,External Labor,Spain,"1,550"
1/6/2020,R&D,External Labor,Spain,"1,550"
1/7/2020,R&D,External Labor,Spain,"1,550"
1/8/2020,R&D,External Labor,Spain,"1,550"
1/9/2020,R&D,External Labor,Spain,"1,550"
1/10/2020,R&D,External Labor,Spain,"1,550"
1/11/2020,R&D,External Labor,Spain,"1,550"
1/12/2020,R&D,External Labor,Spain,"1,550"
1/1/2020,R&D,External Labor,United Kingdom,"39,276"
1/2/2020,R&D,External Labor,United Kingdom,"39,276"
1/3/2020,R&D,External Labor,United Kingdom,"39,276"
1/4/2020,R&D,External Labor,United Kingdom,"39,318"
1/5/2020,R&D,External Labor,United Kingdom,"39,318"
1/6/2020,R&D,External Labor,United Kingdom,"39,318"
1/7/2020,R&D,External Labor,United Kingdom,"39,318"
1/8/2020,R&D,External Labor,United Kingdom,"39,318"
1/9/2020,R&D,External Labor,United Kingdom,"39,318"
1/10/2020,R&D,External Labor,United Kingdom,"39,318"
1/11/2020,R&D,External Labor,United Kingdom,"39,318"
1/12/2020,R&D,External Labor,United Kingdom,"39,318"
1/1/2020,R&D,External Labor,USA,"59,709"
1/2/2020,R&D,External Labor,USA,"46,886"
1/3/2020,R&D,External Labor,USA,"46,886"
1/4/2020,R&D,External Labor,USA,"48,009"
1/5/2020,R&D,External Labor,USA,"48,009"
1/6/2020,R&D,External Labor,USA,"48,009"
1/7/2020,R&D,External Labor,USA,"46,509"
1/8/2020,R&D,External Labor,USA,"46,509"
1/9/2020,R&D,External Labor,USA,"46,509"
1/10/2020,R&D,External Labor,USA,"46,509"
1/11/2020,R&D,External Labor,USA,"46,508"
1/12/2020,R&D,External Labor,USA,"46,516"
1/1/2020,R&D,Hardware,United Kingdom,"1,337"
1/2/2020,R&D,Hardware,United Kingdom,"1,337"
1/3/2020,R&D,Hardware,United Kingdom,"1,337"
1/4/2020,R&D,Hardware,United Kingdom,"1,337"
1/5/2020,R&D,Hardware,United Kingdom,"1,337"
1/6/2020,R&D,Hardware,United Kingdom,"1,337"
1/7/2020,R&D,Hardware,United Kingdom,"1,337"
1/8/2020,R&D,Hardware,United Kingdom,"1,337"
1/9/2020,R&D,Hardware,United Kingdom,"1,337"
1/10/2020,R&D,Hardware,United Kingdom,"1,337"
1/11/2020,R&D,Hardware,United Kingdom,"1,337"
1/12/2020,R&D,Hardware,United Kingdom,"1,337"
1/1/2020,R&D,Hardware Maintenance,Spain,153
1/2/2020,R&D,Hardware Maintenance,Spain,153
1/3/2020,R&D,Hardware Maintenance,Spain,153
1/4/2020,R&D,Hardware Maintenance,Spain,153
1/5/2020,R&D,Hardware Maintenance,Spain,153
1/6/2020,R&D,Hardware Maintenance,Spain,153
1/7/2020,R&D,Hardware Maintenance,Spain,153
1/8/2020,R&D,Hardware Maintenance,Spain,153
1/9/2020,R&D,Hardware Maintenance,Spain,153
1/10/2020,R&D,Hardware Maintenance,Spain,153
1/11/2020,R&D,Hardware Maintenance,Spain,153
1/12/2020,R&D,Hardware Maintenance,Spain,153
1/1/2020,R&D,Hardware Maintenance,United Kingdom,194
1/2/2020,R&D,Hardware Maintenance,United Kingdom,194
1/3/2020,R&D,Hardware Maintenance,United Kingdom,194
1/4/2020,R&D,Hardware Maintenance,United Kingdom,194
1/5/2020,R&D,Hardware Maintenance,United Kingdom,194
1/6/2020,R&D,Hardware Maintenance,United Kingdom,194
1/7/2020,R&D,Hardware Maintenance,United Kingdom,194
1/8/2020,R&D,Hardware Maintenance,United Kingdom,194
1/9/2020,R&D,Hardware Maintenance,United Kingdom,194
1/10/2020,R&D,Hardware Maintenance,United Kingdom,194
1/11/2020,R&D,Hardware Maintenance,United Kingdom,194
1/12/2020,R&D,Hardware Maintenance,United Kingdom,194
1/1/2020,R&D,Hardware Maintenance,USA,"6,045"
1/2/2020,R&D,Hardware Maintenance,USA,"6,045"
1/3/2020,R&D,Hardware Maintenance,USA,"6,045"
1/4/2020,R&D,Hardware Maintenance,USA,"6,045"
1/5/2020,R&D,Hardware Maintenance,USA,"6,045"
1/6/2020,R&D,Hardware Maintenance,USA,"6,045"
1/7/2020,R&D,Hardware Maintenance,USA,"6,045"
1/8/2020,R&D,Hardware Maintenance,USA,"6,045"
1/9/2020,R&D,Hardware Maintenance,USA,"6,045"
1/10/2020,R&D,Hardware Maintenance,USA,"6,045"
1/11/2020,R&D,Hardware Maintenance,USA,"6,045"
1/12/2020,R&D,Hardware Maintenance,USA,"6,048"
1/1/2020,R&D,Inbound Allocations,Spain,"4,965"
1/2/2020,R&D,Inbound Allocations,Spain,"4,965"
1/3/2020,R&D,Inbound Allocations,Spain,"5,186"
1/4/2020,R&D,Inbound Allocations,Spain,"4,984"
1/5/2020,R&D,Inbound Allocations,Spain,"4,984"
1/6/2020,R&D,Inbound Allocations,Spain,"5,186"
1/7/2020,R&D,Inbound Allocations,Spain,"4,984"
1/8/2020,R&D,Inbound Allocations,Spain,"4,734"
1/9/2020,R&D,Inbound Allocations,Spain,"5,213"
1/10/2020,R&D,Inbound Allocations,Spain,"4,984"
1/11/2020,R&D,Inbound Allocations,Spain,"5,537"
1/12/2020,R&D,Inbound Allocations,Spain,"5,186"
1/1/2020,R&D,Inbound Allocations,United Kingdom,223
1/2/2020,R&D,Inbound Allocations,United Kingdom,223
1/3/2020,R&D,Inbound Allocations,United Kingdom,223
1/4/2020,R&D,Inbound Allocations,United Kingdom,223
1/5/2020,R&D,Inbound Allocations,United Kingdom,223
1/6/2020,R&D,Inbound Allocations,United Kingdom,223
1/7/2020,R&D,Inbound Allocations,United Kingdom,223
1/8/2020,R&D,Inbound Allocations,United Kingdom,223
1/9/2020,R&D,Inbound Allocations,United Kingdom,223
1/10/2020,R&D,Inbound Allocations,United Kingdom,223
1/11/2020,R&D,Inbound Allocations,United Kingdom,223
1/12/2020,R&D,Inbound Allocations,United Kingdom,223
1/1/2020,R&D,Internal Labor,Spain,"10,262"
1/2/2020,R&D,Internal Labor,Spain,"10,262"
1/3/2020,R&D,Internal Labor,Spain,"10,986"
1/4/2020,R&D,Internal Labor,Spain,"10,986"
1/5/2020,R&D,Internal Labor,Spain,"10,986"
1/6/2020,R&D,Internal Labor,Spain,"10,986"
1/7/2020,R&D,Internal Labor,Spain,"10,986"
1/8/2020,R&D,Internal Labor,Spain,"1,328"
1/9/2020,R&D,Internal Labor,Spain,"10,986"
1/10/2020,R&D,Internal Labor,Spain,"10,986"
1/11/2020,R&D,Internal Labor,Spain,"10,986"
1/12/2020,R&D,Internal Labor,Spain,"10,986"
1/1/2020,R&D,Internal Labor,United Kingdom,"26,943"
1/2/2020,R&D,Internal Labor,United Kingdom,"26,943"
1/3/2020,R&D,Internal Labor,United Kingdom,"27,574"
1/4/2020,R&D,Internal Labor,United Kingdom,"27,574"
1/5/2020,R&D,Internal Labor,United Kingdom,"27,574"
1/6/2020,R&D,Internal Labor,United Kingdom,"27,574"
1/7/2020,R&D,Internal Labor,United Kingdom,"25,630"
1/8/2020,R&D,Internal Labor,United Kingdom,"25,630"
1/9/2020,R&D,Internal Labor,United Kingdom,"25,630"
1/10/2020,R&D,Internal Labor,United Kingdom,"25,630"
1/11/2020,R&D,Internal Labor,United Kingdom,"25,630"
1/12/2020,R&D,Internal Labor,United Kingdom,"25,630"
1/1/2020,R&D,Internal Labor,USA,"212,991"
1/2/2020,R&D,Internal Labor,USA,"216,778"
1/3/2020,R&D,Internal Labor,USA,"230,814"
1/4/2020,R&D,Internal Labor,USA,"217,888"
1/5/2020,R&D,Internal Labor,USA,"217,481"
1/6/2020,R&D,Internal Labor,USA,"217,246"
1/7/2020,R&D,Internal Labor,USA,"205,502"
1/8/2020,R&D,Internal Labor,USA,"205,502"
1/9/2020,R&D,Internal Labor,USA,"205,021"
1/10/2020,R&D,Internal Labor,USA,"208,131"
1/11/2020,R&D,Internal Labor,USA,"207,153"
1/12/2020,R&D,Internal Labor,USA,"206,608"
1/1/2020,R&D,Other,Spain,124
1/2/2020,R&D,Other,Spain,124
1/3/2020,R&D,Other,Spain,124
1/4/2020,R&D,Other,Spain,124
1/5/2020,R&D,Other,Spain,124
1/6/2020,R&D,Other,Spain,124
1/7/2020,R&D,Other,Spain,124
1/8/2020,R&D,Other,Spain,124
1/9/2020,R&D,Other,Spain,124
1/10/2020,R&D,Other,Spain,124
1/11/2020,R&D,Other,Spain,124
1/12/2020,R&D,Other,Spain,124
1/1/2020,R&D,Other,United Kingdom,"2,236"
1/2/2020,R&D,Other,United Kingdom,"2,236"
1/3/2020,R&D,Other,United Kingdom,"2,236"
1/4/2020,R&D,Other,United Kingdom,"2,236"
1/5/2020,R&D,Other,United Kingdom,"2,236"
1/6/2020,R&D,Other,United Kingdom,"2,236"
1/7/2020,R&D,Other,United Kingdom,"2,236"
1/8/2020,R&D,Other,United Kingdom,"2,236"
1/9/2020,R&D,Other,United Kingdom,"2,236"
1/10/2020,R&D,Other,United Kingdom,"2,236"
1/11/2020,R&D,Other,United Kingdom,292
1/12/2020,R&D,Other,United Kingdom,292
1/1/2020,R&D,Other,USA,"1,246"
1/2/2020,R&D,Other,USA,"1,246"
1/3/2020,R&D,Other,USA,"1,246"
1/4/2020,R&D,Other,USA,"1,246"
1/5/2020,R&D,Other,USA,"1,246"
1/6/2020,R&D,Other,USA,"1,246"
1/7/2020,R&D,Other,USA,"1,246"
1/8/2020,R&D,Other,USA,"1,246"
1/9/2020,R&D,Other,USA,"1,246"
1/10/2020,R&D,Other,USA,"1,246"
1/11/2020,R&D,Other,USA,"1,246"
1/12/2020,R&D,Other,USA,"1,248"
1/1/2020,R&D,Outbound Allocations,United Kingdom,"6,587"
1/2/2020,R&D,Outbound Allocations,United Kingdom,"6,587"
1/3/2020,R&D,Outbound Allocations,United Kingdom,"6,587"
1/4/2020,R&D,Outbound Allocations,United Kingdom,"6,560"
1/5/2020,R&D,Outbound Allocations,United Kingdom,"6,560"
1/6/2020,R&D,Outbound Allocations,United Kingdom,"6,560"
1/7/2020,R&D,Outbound Allocations,United Kingdom,"6,471"
1/8/2020,R&D,Outbound Allocations,United Kingdom,"6,471"
1/9/2020,R&D,Outbound Allocations,United Kingdom,"6,471"
1/10/2020,R&D,Outbound Allocations,United Kingdom,"6,706"
1/11/2020,R&D,Outbound Allocations,United Kingdom,"6,706"
1/12/2020,R&D,Outbound Allocations,United Kingdom,"6,706"
1/1/2020,R&D,Project Expenses,United Kingdom,"9,720"
1/2/2020,R&D,Project Expenses,United Kingdom,"9,720"
1/3/2020,R&D,Project Expenses,United Kingdom,"9,720"
1/4/2020,R&D,Project Expenses,United Kingdom,"9,720"
1/5/2020,R&D,Project Expenses,United Kingdom,"9,720"
1/6/2020,R&D,Project Expenses,United Kingdom,"9,720"
1/7/2020,R&D,Project Expenses,United Kingdom,"1,944"
1/10/2020,R&D,Software,United Kingdom,"28,188"
1/1/2020,R&D,Software,USA,"452,600"
1/2/2020,R&D,Software,USA,"29,000"
1/3/2020,R&D,Software,USA,"29,000"
1/4/2020,R&D,Software,USA,"89,000"
1/5/2020,R&D,Software,USA,"29,000"
1/6/2020,R&D,Software,USA,"29,000"
1/7/2020,R&D,Software,USA,"29,000"
1/8/2020,R&D,Software,USA,"29,000"
1/9/2020,R&D,Software,USA,"29,000"
1/10/2020,R&D,Software,USA,"29,000"
1/11/2020,R&D,Software,USA,"29,000"
1/12/2020,R&D,Software,USA,"29,002"
1/1/2020,R&D,Supplies,United Kingdom,49
1/2/2020,R&D,Supplies,United Kingdom,49
1/3/2020,R&D,Supplies,United Kingdom,49
1/4/2020,R&D,Supplies,United Kingdom,49
1/5/2020,R&D,Supplies,United Kingdom,49
1/6/2020,R&D,Supplies,United Kingdom,49
1/7/2020,R&D,Supplies,United Kingdom,49
1/8/2020,R&D,Supplies,United Kingdom,49
1/9/2020,R&D,Supplies,United Kingdom,49
1/10/2020,R&D,Supplies,United Kingdom,49
1/11/2020,R&D,Supplies,United Kingdom,49
1/12/2020,R&D,Supplies,United Kingdom,49
1/1/2020,R&D,Supplies,USA,935
1/2/2020,R&D,Supplies,USA,935
1/3/2020,R&D,Supplies,USA,935
1/4/2020,R&D,Supplies,USA,935
1/5/2020,R&D,Supplies,USA,935
1/6/2020,R&D,Supplies,USA,935
1/7/2020,R&D,Supplies,USA,935
1/8/2020,R&D,Supplies,USA,935
1/9/2020,R&D,Supplies,USA,935
1/10/2020,R&D,Supplies,USA,935
1/11/2020,R&D,Supplies,USA,935
1/12/2020,R&D,Supplies,USA,935
1/1/2020,R&D,Telecomm,United Kingdom,122
1/2/2020,R&D,Telecomm,United Kingdom,122
1/3/2020,R&D,Telecomm,United Kingdom,122
1/4/2020,R&D,Telecomm,United Kingdom,122
1/5/2020,R&D,Telecomm,United Kingdom,122
1/6/2020,R&D,Telecomm,United Kingdom,122
1/7/2020,R&D,Telecomm,United Kingdom,122
1/8/2020,R&D,Telecomm,United Kingdom,122
1/9/2020,R&D,Telecomm,United Kingdom,122
1/10/2020,R&D,Telecomm,United Kingdom,122
1/11/2020,R&D,Telecomm,United Kingdom,122
1/12/2020,R&D,Telecomm,United Kingdom,122
1/1/2020,R&D,Training,Spain,227
1/2/2020,R&D,Training,Spain,227
1/3/2020,R&D,Training,Spain,227
1/4/2020,R&D,Training,Spain,227
1/5/2020,R&D,Training,Spain,227
1/6/2020,R&D,Training,Spain,227
1/7/2020,R&D,Training,Spain,227
1/8/2020,R&D,Training,Spain,227
1/9/2020,R&D,Training,Spain,227
1/10/2020,R&D,Training,Spain,227
1/11/2020,R&D,Training,Spain,227
1/12/2020,R&D,Training,Spain,227
1/1/2020,R&D,Training,United Kingdom,940
1/2/2020,R&D,Training,United Kingdom,940
1/3/2020,R&D,Training,United Kingdom,940
1/4/2020,R&D,Training,United Kingdom,940
1/5/2020,R&D,Training,United Kingdom,940
1/6/2020,R&D,Training,United Kingdom,940
1/7/2020,R&D,Training,United Kingdom,940
1/8/2020,R&D,Training,United Kingdom,940
1/9/2020,R&D,Training,United Kingdom,940
1/10/2020,R&D,Training,United Kingdom,940
1/11/2020,R&D,Training,United Kingdom,940
1/12/2020,R&D,Training,United Kingdom,940
1/1/2020,R&D,Training,USA,"2,259"
1/2/2020,R&D,Training,USA,"2,259"
1/3/2020,R&D,Training,USA,"2,259"
1/4/2020,R&D,Training,USA,"2,259"
1/5/2020,R&D,Training,USA,"2,259"
1/6/2020,R&D,Training,USA,"2,259"
1/7/2020,R&D,Training,USA,"2,259"
1/8/2020,R&D,Training,USA,"2,259"
1/9/2020,R&D,Training,USA,"2,259"
1/10/2020,R&D,Training,USA,"2,259"
1/11/2020,R&D,Training,USA,"2,259"
1/12/2020,R&D,Training,USA,"2,259"
1/1/2020,R&D,Travel,Spain,608
1/2/2020,R&D,Travel,Spain,608
1/3/2020,R&D,Travel,Spain,608
1/4/2020,R&D,Travel,Spain,608
1/5/2020,R&D,Travel,Spain,608
1/6/2020,R&D,Travel,Spain,608
1/7/2020,R&D,Travel,Spain,608
1/8/2020,R&D,Travel,Spain,608
1/9/2020,R&D,Travel,Spain,608
1/10/2020,R&D,Travel,Spain,608
1/11/2020,R&D,Travel,Spain,608
1/12/2020,R&D,Travel,Spain,608
1/1/2020,R&D,Travel,United Kingdom,"2,187"
1/2/2020,R&D,Travel,United Kingdom,"2,187"
1/3/2020,R&D,Travel,United Kingdom,"2,187"
1/4/2020,R&D,Travel,United Kingdom,"2,187"
1/5/2020,R&D,Travel,United Kingdom,"2,187"
1/6/2020,R&D,Travel,United Kingdom,"2,187"
1/7/2020,R&D,Travel,United Kingdom,"2,187"
1/8/2020,R&D,Travel,United Kingdom,"2,187"
1/9/2020,R&D,Travel,United Kingdom,"2,187"
1/10/2020,R&D,Travel,United Kingdom,"2,187"
1/11/2020,R&D,Travel,United Kingdom,"2,187"
1/12/2020,R&D,Travel,United Kingdom,"2,187"
1/1/2020,R1,Amortization,Germany,"1,995"
1/2/2020,R1,Amortization,Germany,"1,995"
1/3/2020,R1,Amortization,Germany,"1,995"
1/4/2020,R1,Amortization,Germany,"1,995"
1/5/2020,R1,Amortization,Germany,"1,995"
1/6/2020,R1,Amortization,Germany,"1,995"
1/7/2020,R1,Amortization,Germany,"1,995"
1/8/2020,R1,Amortization,Germany,"1,995"
1/9/2020,R1,Amortization,Germany,"1,995"
1/10/2020,R1,Amortization,Germany,"1,995"
1/11/2020,R1,Amortization,Germany,"1,995"
1/12/2020,R1,Amortization,Germany,"1,995"
1/1/2020,R1,Amortization,Italy,"8,836"
1/2/2020,R1,Amortization,Italy,"8,836"
1/3/2020,R1,Amortization,Italy,"8,836"
1/4/2020,R1,Amortization,Italy,"8,836"
1/5/2020,R1,Amortization,Italy,"8,836"
1/6/2020,R1,Amortization,Italy,"8,836"
1/7/2020,R1,Amortization,Italy,"8,836"
1/8/2020,R1,Amortization,Italy,"8,836"
1/9/2020,R1,Amortization,Italy,"8,836"
1/10/2020,R1,Amortization,Italy,"8,836"
1/11/2020,R1,Amortization,Italy,"8,836"
1/12/2020,R1,Amortization,Italy,"8,836"
1/1/2020,R1,Amortization,Spain,890
1/2/2020,R1,Amortization,Spain,890
1/3/2020,R1,Amortization,Spain,890
1/4/2020,R1,Amortization,Spain,890
1/5/2020,R1,Amortization,Spain,890
1/6/2020,R1,Amortization,Spain,890
1/7/2020,R1,Amortization,Spain,890
1/8/2020,R1,Amortization,Spain,890
1/9/2020,R1,Amortization,Spain,890
1/10/2020,R1,Amortization,Spain,890
1/11/2020,R1,Amortization,Spain,890
1/12/2020,R1,Amortization,Spain,890
1/1/2020,R1,Depreciation,Austria,14
1/2/2020,R1,Depreciation,Austria,14
1/3/2020,R1,Depreciation,Austria,14
1/4/2020,R1,Depreciation,Austria,14
1/5/2020,R1,Depreciation,Austria,14
1/6/2020,R1,Depreciation,Austria,14
1/7/2020,R1,Depreciation,Austria,14
1/8/2020,R1,Depreciation,Austria,14
1/9/2020,R1,Depreciation,Austria,14
1/10/2020,R1,Depreciation,Austria,14
1/11/2020,R1,Depreciation,Austria,14
1/12/2020,R1,Depreciation,Austria,14
1/1/2020,R1,Depreciation,Belgium,17
1/2/2020,R1,Depreciation,Belgium,17
1/3/2020,R1,Depreciation,Belgium,17
1/4/2020,R1,Depreciation,Belgium,17
1/5/2020,R1,Depreciation,Belgium,17
1/6/2020,R1,Depreciation,Belgium,17
1/7/2020,R1,Depreciation,Belgium,17
1/8/2020,R1,Depreciation,Belgium,17
1/9/2020,R1,Depreciation,Belgium,17
1/10/2020,R1,Depreciation,Belgium,17
1/11/2020,R1,Depreciation,Belgium,17
1/12/2020,R1,Depreciation,Belgium,17
1/1/2020,R1,Depreciation,Germany,"5,643"
1/2/2020,R1,Depreciation,Germany,"5,643"
1/3/2020,R1,Depreciation,Germany,"5,643"
1/4/2020,R1,Depreciation,Germany,"5,643"
1/5/2020,R1,Depreciation,Germany,"5,643"
1/6/2020,R1,Depreciation,Germany,"5,643"
1/7/2020,R1,Depreciation,Germany,"5,643"
1/8/2020,R1,Depreciation,Germany,"5,643"
1/9/2020,R1,Depreciation,Germany,"5,643"
1/10/2020,R1,Depreciation,Germany,"5,643"
1/11/2020,R1,Depreciation,Germany,"5,643"
1/12/2020,R1,Depreciation,Germany,"5,643"
1/1/2020,R1,Depreciation,Italy,"17,595"
1/2/2020,R1,Depreciation,Italy,"17,595"
1/3/2020,R1,Depreciation,Italy,"17,595"
1/4/2020,R1,Depreciation,Italy,"17,595"
1/5/2020,R1,Depreciation,Italy,"17,595"
1/6/2020,R1,Depreciation,Italy,"17,595"
1/7/2020,R1,Depreciation,Italy,"17,595"
1/8/2020,R1,Depreciation,Italy,"17,595"
1/9/2020,R1,Depreciation,Italy,"17,595"
1/10/2020,R1,Depreciation,Italy,"17,595"
1/11/2020,R1,Depreciation,Italy,"17,595"
1/12/2020,R1,Depreciation,Italy,"17,595"
1/1/2020,R1,Depreciation,Spain,866
1/2/2020,R1,Depreciation,Spain,866
1/3/2020,R1,Depreciation,Spain,866
1/4/2020,R1,Depreciation,Spain,866
1/5/2020,R1,Depreciation,Spain,866
1/6/2020,R1,Depreciation,Spain,866
1/7/2020,R1,Depreciation,Spain,866
1/8/2020,R1,Depreciation,Spain,866
1/9/2020,R1,Depreciation,Spain,866
1/10/2020,R1,Depreciation,Spain,866
1/11/2020,R1,Depreciation,Spain,866
1/12/2020,R1,Depreciation,Spain,866
1/1/2020,R1,Depreciation,United Kingdom,465
1/2/2020,R1,Depreciation,United Kingdom,465
1/3/2020,R1,Depreciation,United Kingdom,465
1/4/2020,R1,Depreciation,United Kingdom,465
1/5/2020,R1,Depreciation,United Kingdom,465
1/6/2020,R1,Depreciation,United Kingdom,465
1/7/2020,R1,Depreciation,United Kingdom,465
1/8/2020,R1,Depreciation,United Kingdom,465
1/9/2020,R1,Depreciation,United Kingdom,465
1/10/2020,R1,Depreciation,United Kingdom,465
1/11/2020,R1,Depreciation,United Kingdom,465
1/12/2020,R1,Depreciation,United Kingdom,465
1/1/2020,R1,External Labor,Belgium,"113,087"
1/2/2020,R1,External Labor,Belgium,"113,087"
1/3/2020,R1,External Labor,Belgium,"113,087"
1/4/2020,R1,External Labor,Belgium,"113,087"
1/5/2020,R1,External Labor,Belgium,"113,087"
1/6/2020,R1,External Labor,Belgium,"113,087"
1/7/2020,R1,External Labor,Belgium,"113,087"
1/8/2020,R1,External Labor,Belgium,"113,087"
1/9/2020,R1,External Labor,Belgium,"113,087"
1/10/2020,R1,External Labor,Belgium,"113,087"
1/11/2020,R1,External Labor,Belgium,"113,087"
1/12/2020,R1,External Labor,Belgium,"113,087"
